LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList,label
5758,06-30,19:50:57.445,520,4057,D,CCodecConfig,c2::u32 raw.sample-rate.value = 44100,0abafcf6,<*> <*> = <*>,"['c2::u32 raw.sample-rate.value', '44100']",0
5759,06-30,19:50:57.445,520,4057,W,Codec2Client,query -- param skipped: index = 1107298332.,923492e3,query <*> <*> <*> <*> <*> <*>,"['--', 'param', 'skipped: index = 1107298332.']",0
5760,06-30,19:50:57.445,520,4057,D,CCodec  ,encoding statistics level = 0,fd50ec16,encoding statistics level = <*>,['0'],0
5761,06-30,19:50:57.446,520,4057,D,CCodec  ,setup formats input: AMessage(what = 0x00000000) = {,9a291122,<*> <*> <*> <*> <*> <*> = <*>,"['setup', 'formats', 'input: AMessage(what', '0x00000000) = {']",0
5762,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t bitrate = 140000,0abafcf6,<*> <*> = <*>,"['int32_t bitrate', '140000']",0
5763,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t channel-count = 1,0abafcf6,<*> <*> = <*>,"['int32_t channel-count', '1']",0
5764,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t max-input-size = 32768,0abafcf6,<*> <*> = <*>,"['int32_t max-input-size', '32768']",0
5765,06-30,19:50:57.446,520,4057,D,CCodec  ,"string mime = ""audio/vorbis""",0abafcf6,<*> <*> = <*>,"['string mime', '""audio/vorbis""']",0
5766,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t sample-rate = 44100,0abafcf6,<*> <*> = <*>,"['int32_t sample-rate', '44100']",0
5767,06-30,19:50:57.446,520,4057,D,CCodec  ,},cbb184dd,},[],0
5768,06-30,19:50:57.446,520,4057,D,CCodec  ,setup formats output: AMessage(what = 0x00000000) = {,9a291122,<*> <*> <*> <*> <*> <*> = <*>,"['setup', 'formats', 'output: AMessage(what', '0x00000000) = {']",0
5769,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t channel-count = 1,0abafcf6,<*> <*> = <*>,"['int32_t channel-count', '1']",0
5770,06-30,19:50:57.446,520,4057,D,CCodec  ,"string mime = ""audio/raw""",0abafcf6,<*> <*> = <*>,"['string mime', '""audio/raw""']",0
5771,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t sample-rate = 44100,0abafcf6,<*> <*> = <*>,"['int32_t sample-rate', '44100']",0
5772,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t channel-mask = 1,0abafcf6,<*> <*> = <*>,"['int32_t channel-mask', '1']",0
5773,06-30,19:50:57.446,520,4057,D,CCodec  ,int32_t android._config-pcm-encoding = 2,0abafcf6,<*> <*> = <*>,"['int32_t android._config-pcm-encoding', '2']",0
5774,06-30,19:50:57.446,520,4057,D,CCodec  ,},cbb184dd,},[],0
5775,06-30,19:50:57.446,520,4057,I,CCodecConfig,query failed after returning 7 values (BAD_INDEX),923492e3,query <*> <*> <*> <*> <*> <*>,"['failed', 'after', 'returning 7 values (BAD_INDEX)']",0
5776,06-30,19:50:57.446,520,4057,I,MediaCodec,MediaCodec will operate in async mode,0c64078a,MediaCodec will operate in async mode,[],0
5777,06-30,19:50:57.447,520,4056,D,MediaCodec,keep callback message for reclaim,5d42694f,keep callback message for reclaim,[],0
5778,06-30,19:50:57.447,520,4057,W,Codec2Client,query -- param skipped: index = 1342179345.,923492e3,query <*> <*> <*> <*> <*> <*>,"['--', 'param', 'skipped: index = 1342179345.']",0
5779,06-30,19:50:57.447,520,4057,W,Codec2Client,query -- param skipped: index = 2415921170.,923492e3,query <*> <*> <*> <*> <*> <*>,"['--', 'param', 'skipped: index = 2415921170.']",0
5780,06-30,19:50:57.448,520,4057,D,CCodecBufferChannel,[c2.android.vorbis.decoder#356] Created input block pool with allocatorID 16 => poolID 20 - OK (0),a4a8dfc1,[<*>#<*>] Created input block pool with allocatorID <*> => poolID <*> - OK (<*>),"['c2.android.vorbis.decoder#356', '16 =>', '20', '0']",0
5781,06-30,19:50:57.448,520,4057,I,CCodecBufferChannel,[c2.android.vorbis.decoder#356] Created output block pool with allocatorID 16 => poolID 38 - OK,1aa997c5,[<*>#<*>] Created output block pool with allocatorID <*> => poolID <*> - OK,"['c2.android.vorbis.decoder#356', '16 =>', '38']",0
5782,06-30,19:50:57.449,520,4057,D,CCodecBufferChannel,[c2.android.vorbis.decoder#356] Configured output block pool ids 38 => OK,5a1439ff,[<*>#<*>] Configured output block pool ids <*> => OK,"['c2.android.vorbis.decoder#356', '38 =>']",0
5783,06-30,19:50:57.450,540,4058,D,SimpleC2Component,Using output block pool with poolID 38 => got 38 - 0,036be579,Using output block pool with poolID <*> => got <*> - <*>,"['38 =>', '38', '0']",0
5784,06-30,19:50:57.456,483,483,D,AudioFlinger,Client defaulted notificationFrames to 11155 for frameCount 22310,bfbb3d85,Client defaulted notificationFrames to <*> for frameCount <*>,"['11155', '22310']",0
5785,06-30,19:50:57.456,483,483,D,AF::TrackHandle,OpPlayAudio: track:60 usage:1 not muted,ecb5b434,OpPlayAudio: track:<*> usage:<*> not muted,"['60', '1']",0
5786,06-30,19:50:57.475,520,4055,D,AudioTrack,getTimestamp_l(20): device stall time corrected using current time 424318968572,1ab76f93,getTimestamp_l(<*>): device stall time corrected using current time <*>,"['20', '424318968572']",0
5787,06-30,19:50:57.492,520,4055,D,AudioTrack,stop(20): called with 21789 frames delivered,339bff90,stop(<*>): called with <*> frames delivered,"['20', '21789']",0
5788,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83029, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83029', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5789,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83029, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83029', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5790,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83037, 6206091, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83037', '6206091, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5791,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83045, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83045', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5792,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83045, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83045', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5793,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83053, 6731661, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83053', '6731661, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5794,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83061, 5747975, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83061', '5747975, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5795,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83069, 5980372, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83069', '5980372, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5796,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83077, 6066561, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83077', '6066561, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5797,06-30,19:50:58.014,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83085, 6561718, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83085', '6561718, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5798,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83093, 6275994, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83093', '6275994, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5799,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83101, 6452955, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83101', '6452955, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5800,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83109, 6581413, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83109', '6581413, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5801,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83117, 6480555, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83117', '6480555, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5802,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83125, 6023794, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83125', '6023794, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5803,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83133, 6176125, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83133', '6176125, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5804,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83141, 6042108, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83141', '6042108, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5805,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83149, 6211313, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83149', '6211313, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5806,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83157, 6662877, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83157', '6662877, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5807,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83165, 6158463, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83165', '6158463, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5808,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83173, 5723769, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83173', '5723769, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5809,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83181, 6426253, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83181', '6426253, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5810,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83189, 6211569, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83189', '6211569, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5811,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83197, 8159549, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83197', '8159549, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5812,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83205, 6574001, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83205', '6574001, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5813,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83213, 6311004, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83213', '6311004, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5814,06-30,19:50:58.015,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83221, 5982963, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83221', '5982963, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5815,06-30,19:50:58.016,3784,3807,V,PerfettoTrigger,Not triggering com.android.telemetry.interaction-jank-monitor-28 - not enough time since last trigger,888b0fa5,<*> <*> <*> - <*> <*> <*> <*> <*> <*>,"['Not', 'triggering com.android.telemetry.interaction-jank-monitor-28', 'not', 'enough', 'time since last trigger']",0
5816,06-30,19:50:58.319,3784,3801,D,EGL_emulation,app_time_stats: avg=33.34ms min=15.59ms max=281.98ms count=30,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=33.34ms', 'min=15.59ms max=281.98ms', '30']",0
5817,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83265, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83265', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5818,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83265, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83265', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5819,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83273, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83273', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5820,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83273, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83273', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5821,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83281, 6042382, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83281', '6042382, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5822,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83289, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83289', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5823,06-30,19:50:58.481,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83289, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83289', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5824,06-30,19:50:58.482,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83297, 0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83297', '0, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5825,06-30,19:50:58.482,3784,3784,W,FrameTracker,"Missing HWUI jank callback for vsyncId: 83297, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",ead5df60,"Missing HWUI jank callback for vsyncId: <*>, <*>","['83297', 'CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5826,06-30,19:50:58.482,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83305, 6922611, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83305', '6922611, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5827,06-30,19:50:58.483,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83313, 5920146, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83313', '5920146, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5828,06-30,19:50:58.483,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83321, 6631331, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83321', '6631331, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5829,06-30,19:50:58.483,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83329, 6153823, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83329', '6153823, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5830,06-30,19:50:58.483,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83337, 6850212, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83337', '6850212, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5831,06-30,19:50:58.483,3784,3784,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 83345, 5971985, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '83345', '5971985, CUJ=J<SETTINGS_PAGE_SCROLL::com.android.settings.notification.SoundSettings>']",0
5832,06-30,19:50:58.483,3784,3807,V,PerfettoTrigger,Not triggering com.android.telemetry.interaction-jank-monitor-28 - not enough time since last trigger,888b0fa5,<*> <*> <*> - <*> <*> <*> <*> <*> <*>,"['Not', 'triggering com.android.telemetry.interaction-jank-monitor-28', 'not', 'enough', 'time since last trigger']",0
5833,06-30,19:50:58.531,520,4025,D,BufferPoolAccessor2.0,bufferpool2 0xf28c73f8 : 0(0 size) total buffers - 0(0 size) used buffers - 61/69 (recycle/alloc) - 8/130 (fetch/transfer),9f626f1d,bufferpool2 <*> : <*>(<*> size) total buffers - <*>(<*> size) used buffers - <*><*> (recycle<*>) - <*><*> (fetch<*>),"['0xf28c73f8', '0(0', '0(0', '61/69', '/alloc', '8/130', '/transfer']",0
5834,06-30,19:50:58.531,520,4025,D,BufferPoolAccessor2.0,"evictor expired: 1, evicted: 1",a1238915,"evictor expired: <*>, evicted: <*>","['1', '1']",0
5835,06-30,19:50:58.532,540,826,D,BufferPoolAccessor2.0,bufferpool2 0x73c797445a98 : 0(0 size) total buffers - 0(0 size) used buffers - 59/63 (recycle/alloc) - 4/62 (fetch/transfer),9f626f1d,bufferpool2 <*> : <*>(<*> size) total buffers - <*>(<*> size) used buffers - <*><*> (recycle<*>) - <*><*> (fetch<*>),"['0x73c797445a98', '0(0', '0(0', '59/63', '/alloc', '4/62', '/transfer']",0
5836,06-30,19:50:58.532,540,826,D,BufferPoolAccessor2.0,"evictor expired: 1, evicted: 1",a1238915,"evictor expired: <*>, evicted: <*>","['1', '1']",0
5837,06-30,19:50:58.995,807,807,I,KeyButtonView,Back button event: ACTION_DOWN,3e6515aa,Back button event: <*>,['ACTION_DOWN'],0
5838,06-30,19:50:59.022,807,1108,D,EGL_emulation,app_time_stats: avg=242.77ms min=0.94ms max=4907.83ms count=21,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=242.77ms', 'min=0.94ms max=4907.83ms', '21']",0
5839,06-30,19:50:59.117,807,807,I,KeyButtonView,Back button event: ACTION_UP,3e6515aa,Back button event: <*>,['ACTION_UP'],0
5840,06-30,19:50:59.118,626,646,D,AutofillManagerService,onBackKeyPressed(),5ea78114,onBackKeyPressed(),[],0
5841,06-30,19:50:59.173,520,589,D,NuPlayerDriver,reset(0xf7200d90) at state 6,c8a7fb93,reset(<*>) at state <*>,"['0xf7200d90', '6']",0
5842,06-30,19:50:59.178,540,2980,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
5843,06-30,19:50:59.178,540,2980,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
5844,06-30,19:50:59.178,520,4061,I,hw-BpHwBinder,onLastStrongRef automatically unlinking death recipients,6a6a664e,onLastStrongRef automatically unlinking death recipients,[],0
5845,06-30,19:50:59.180,520,4056,D,MediaCodec,flushMediametrics,aa9b6cb8,flushMediametrics,[],0
5846,06-30,19:50:59.182,540,2980,V,C2Store ,in ~ComponentModule,224a9fe0,in <*>,['~ComponentModule'],0
5847,06-30,19:50:59.182,540,2980,V,C2Store ,unloading dll,9e91a476,unloading dll,[],0
5848,06-30,19:50:59.185,520,4052,D,NuPlayerDriver,notifyResetComplete(0xf7200d90),c97ad6f5,notifyResetComplete(<*>),['0xf7200d90'],0
5849,06-30,19:50:59.185,520,589,D,NuPlayerDriver,reset(0xf7200d90) at state 0,c8a7fb93,reset(<*>) at state <*>,"['0xf7200d90', '0']",0
5850,06-30,19:50:59.185,520,589,W,AMessage,failed to post message as target looper for handler 0 is gone.,50afb6df,failed to post message as target looper for handler <*> is gone.,['0'],0
5851,06-30,19:50:59.188,3784,3967,V,MediaPlayer,resetDrmState:  mDrmInfo=null mDrmProvisioningThread=null mPrepareDrmInProgress=false mActiveDrmScheme=false,3eef0bf7,resetDrmState: mDrmInfo=null mDrmProvisioningThread=null mPrepareDrmInProgress=false mActiveDrmScheme=false,[],0
5852,06-30,19:50:59.188,3784,3967,V,MediaPlayer,cleanDrmObj: mDrmObj=null mDrmSessionId=null,ab070938,cleanDrmObj: mDrmObj=null mDrmSessionId=null,[],0
5853,06-30,19:50:59.188,3784,3967,V,MediaPlayer,resetDrmState:  mDrmInfo=null mDrmProvisioningThread=null mPrepareDrmInProgress=false mActiveDrmScheme=false,3eef0bf7,resetDrmState: mDrmInfo=null mDrmProvisioningThread=null mPrepareDrmInProgress=false mActiveDrmScheme=false,[],0
5854,06-30,19:50:59.188,3784,3967,V,MediaPlayer,cleanDrmObj: mDrmObj=null mDrmSessionId=null,ab070938,cleanDrmObj: mDrmObj=null mDrmSessionId=null,[],0
